TEO,TEI,TCI,GE,GC,TCO,P,COP,PLR
7.16,8.61,28.16,252.66,361.37,28.9,297.13,5.17,0.24
7.14,8.64,27.88,251.25,360.74,29.46,301.02,5.24,0.25
7.17,8.66,27.91,250.75,358.54,29.31,310.67,5.06,0.25
7.2,8.7,27.81,256.33,357.5,29.25,305.69,5.28,0.26
7.18,8.76,27.84,248.85,357.6,29.44,315.68,5.21,0.26
7.03,8.61,27.84,254.86,360.32,29.49,311.45,5.4,0.27
7.08,8.7,27.91,251.46,356.71,29.36,317.03,5.37,0.27
7.06,8.64,28.11,255.54,359.4,29.62,320.27,5.27,0.27
7.05,8.72,27.94,250.23,360.11,29.78,317.2,5.52,0.28
7.2,8.87,27.87,251.78,362.72,29.67,315.48,5.6,0.28
6.96,8.66,27.94,249.37,360.48,29.19,322.52,5.49,0.28
6.99,8.7,28.05,248.87,364.71,29.48,331.18,5.4,0.28
7.09,8.8,28.18,253.54,359.06,29.57,318.03,5.68,0.29
7.01,8.76,27.82,249.65,365.26,29.39,326.93,5.59,0.29
7.1,8.81,28.03,252.62,357.46,29.23,332.99,5.42,0.29
6.86,8.7,27.91,247.89,356.71,29.41,342.47,5.57,0.3
7.07,8.91,28.1,248.36,356.87,29.69,341.81,5.6,0.3
6.96,8.78,27.89,250.29,360.35,28.94,325.97,5.85,0.3
7.01,8.85,28.18,249.5,365.09,30.12,333.93,5.73,0.3
7.08,8.86,27.93,252.85,362.23,29.68,335.87,5.58,0.3
7.1,8.94,27.97,248.09,363.39,29.47,332.95,5.73,0.3
7.03,8.91,28.19,248.08,365.28,29.37,329.53,5.92,0.31
6.92,8.78,27.82,250.61,365.27,28.94,341.75,5.72,0.31
7.05,8.91,28.16,254.57,366.03,29.89,348.25,5.69,0.31
7.06,8.99,28.1,255.31,365.55,29.71,353.36,5.82,0.32
7.17,9.12,27.87,246.6,363.8,29.88,340.71,5.9,0.32
6.89,8.86,27.86,249.5,358.22,29.57,341.6,6.01,0.32
6.81,8.77,28.18,252.32,358.27,29.74,358.62,5.78,0.33
6.99,8.99,27.82,247.85,363.32,29.14,341.18,6.1,0.33
7.05,9.02,28.05,256.37,358.95,29.21,342.7,6.17,0.33
6.93,8.93,27.87,248.31,366.26,29.58,357.18,5.81,0.33
6.84,8.84,27.81,248.61,360.75,29.69,356.84,5.84,0.33
7.01,8.94,27.82,255.59,357.23,28.97,342.7,6.04,0.33
7.05,9.05,28.13,254.96,358.12,29.89,353.97,6.03,0.34
6.96,8.99,28.04,249.43,366.25,29.71,357.67,5.93,0.34
7.17,9.22,28.1,248.97,358.25,30.07,349.16,6.14,0.34
7.04,9.08,27.98,251.12,362.78,29.62,356.56,6.02,0.34
7.13,9.28,27.85,246.93,356.55,29.4,352.52,6.32,0.35
6.88,8.94,27.92,254.14,358.55,29.96,360.81,6.09,0.35
6.99,9.13,28.17,247.63,357.6,29.59,363.86,6.09,0.35
7.16,9.21,27.83,255.64,358.6,29.38,366.98,5.99,0.35
7.09,9.16,27.93,256.17,359.04,29.24,352.84,6.32,0.35
7.16,9.23,27.94,254.36,358,29.84,355.04,6.23,0.35
6.98,9.06,27.99,255.01,363.11,30.16,358.6,6.19,0.35
7.17,9.3,28.06,251.67,358.6,29.82,364.15,6.15,0.35
7.11,9.24,28.11,250.42,362.98,30.1,353.51,6.34,0.35
7.04,9.22,28.09,252.03,359.33,29.56,364.67,6.3,0.36
7.01,9.19,27.91,252.03,358.87,30.04,368.82,6.23,0.36
6.9,9.15,27.88,247.56,357.64,29.47,368.85,6.32,0.37
7.14,9.36,28.09,249.6,359.12,29.72,365.61,6.34,0.37
6.97,9.15,27.92,256.2,365.8,29.65,362.97,6.44,0.37
6.85,9.09,28.13,250.9,365.5,29.95,380.9,6.19,0.37
6.89,9.15,28.05,247.06,360.59,30.03,368.82,6.34,0.37
7.17,9.38,28.15,254.17,356.62,29.64,378.52,6.21,0.37
6.96,9.22,28.16,252.65,359.55,29.7,367.67,6.5,0.38
6.86,9.11,27.86,256.15,361.04,29.42,378.7,6.37,0.38
7.18,9.42,27.81,256.13,360.9,29.2,371.91,6.48,0.38
6.81,9.07,28.1,255.43,364.26,29.98,387.52,6.23,0.38
7.07,9.38,27.99,250.86,366.28,30,374.55,6.48,0.38
7.11,9.33,27.85,255.25,363.26,30.05,373.06,6.37,0.38
7.12,9.46,27.94,247.47,360.18,29.35,384.15,6.29,0.38
6.84,9.16,27.82,255.91,364.42,29.68,391.27,6.36,0.39
7.1,9.38,27.86,256.17,359.4,30.23,373.13,6.56,0.39
6.9,9.29,27.9,247.11,357.7,29.77,380.41,6.49,0.39
6.98,9.31,28.11,253.75,366.34,29.88,386.59,6.41,0.39
6.86,9.21,27.82,255.01,359.37,29.3,391.74,6.42,0.4
6.98,9.36,27.82,253.85,362.02,30,385.35,6.57,0.4
7.04,9.47,27.85,248.25,359.87,30.07,389.49,6.46,0.4
6.87,9.35,27.93,248.92,359.87,29.88,386.28,6.7,0.41
6.86,9.33,28.01,249.1,363.31,30.23,401.67,6.43,0.41
6.84,9.31,27.9,251.35,363.01,29.92,406.25,6.41,0.41
6.95,9.45,27.87,249.87,365.67,29.81,389.94,6.72,0.41
7.13,9.6,27.88,255.45,364.85,30.16,396.35,6.66,0.42
6.98,9.55,28.16,247.42,362.18,30.28,413.07,6.46,0.42
6.99,9.49,28.05,252.22,359.81,30.36,398.91,6.63,0.42
6.98,9.49,27.89,253.22,363.58,29.46,398.24,6.67,0.42
6.88,9.35,27.89,254.32,363.86,30.28,398.05,6.61,0.42
7.07,9.65,27.94,246.8,362.32,30.05,406.02,6.54,0.42
7.08,9.64,27.91,255.92,360.97,30.01,413.43,6.64,0.43
7.07,9.61,27.81,255.95,362.8,29.66,410.2,6.61,0.43
7.06,9.71,28.02,249.45,359.57,30.45,422.46,6.56,0.44
6.89,9.57,27.88,247.06,359.17,29.51,418.25,6.63,0.44
7.06,9.74,28.17,246.74,360.84,30.45,420.95,6.58,0.44
7.13,9.81,27.9,247.3,360.27,29.68,421.15,6.59,0.44
6.99,9.68,28.18,247.07,363.36,30.54,408.74,6.8,0.44
6.95,9.69,27.81,256.14,358,29.89,438.96,6.69,0.46
6.84,9.59,28.05,254.47,357.45,29.84,437.7,6.68,0.46
7.01,9.73,28.11,255.97,358.92,29.97,436.13,6.69,0.46
7.06,9.84,28.19,252.27,357.49,30.79,431.44,6.8,0.46
7.09,9.86,28.03,253.42,364.91,30.7,429.3,6.85,0.46
6.9,9.74,28,250.88,361.25,29.93,426.22,7,0.47
6.85,9.7,27.84,251.75,357.58,30.12,444.48,6.76,0.47
6.83,9.68,28.02,246.64,359.92,30.63,424.34,6.94,0.47
6.89,9.8,28.02,249.87,361.79,30.32,441.08,6.9,0.48
6.95,9.84,27.95,251.4,363.7,30.14,446.5,6.83,0.48
7.08,10.01,28.08,249.48,359.39,30.79,446.53,6.86,0.48
7.05,9.97,27.81,253.83,359.59,30.01,447.35,6.93,0.49
7.05,10.02,27.97,249.82,363.4,29.83,452.71,6.87,0.49
7.1,10.09,27.94,246.83,366.27,29.98,450.94,6.84,0.49
6.93,9.85,28.06,255,362.29,30.15,459.04,6.8,0.49
6.93,9.85,28.19,251.58,358.05,30.76,441.88,6.96,0.49
6.92,9.91,28.17,249.38,362,30.55,443.07,7.04,0.49
7.15,10.09,27.88,255,357.41,30.1,447.71,7.02,0.5
6.82,9.84,27.99,251.95,362.48,30.65,448.21,7.1,0.5
6.84,9.92,27.98,248.05,360.74,30.29,466.91,6.86,0.51
7.17,10.24,27.9,251.92,358.41,30.38,473.72,6.84,0.51
6.88,10.01,28.2,248.74,361.2,31.07,458.19,7.11,0.51
6.99,10.11,27.84,250.54,366.13,30.63,474.25,6.91,0.52
6.98,10.09,28.1,251.92,362.94,30.38,464.66,7.05,0.52
7.13,10.21,28.04,254.98,363.07,30.28,476.73,6.91,0.52
7.09,10.25,28.16,247.55,361.95,30.35,460.11,7.1,0.52
7.11,10.16,28.02,254.85,360.3,30.17,472.74,6.9,0.52
7.02,10.12,27.86,252.73,363.48,30.31,461.54,7.1,0.52
6.96,10.19,27.88,248.86,364.83,30.68,487.55,6.9,0.53
6.87,10.05,28.03,252.71,360.07,30.33,484.03,6.96,0.53
7.14,10.43,28.14,248.22,364.6,30.56,478.22,7.15,0.54
7.03,10.29,27.98,250.52,357.85,30.38,478.65,7.12,0.54
7.09,10.36,27.94,248.05,360.58,31,482.28,7.04,0.54
6.81,10.06,27.93,253.29,366.27,30.07,495.08,6.96,0.54
7.12,10.44,28.19,247.82,361.83,30.69,485,7.1,0.54
6.88,10.16,27.82,247.39,357.99,29.92,475.23,7.15,0.54
6.87,10.11,27.93,249.6,357.56,30.56,475.49,7.13,0.54
6.82,10.03,28.04,256.03,365.92,30.79,484.42,7.11,0.54
7.16,10.45,28.12,251.43,362.73,30.31,491.39,7.03,0.55
6.95,10.17,27.86,255.68,360.14,30.31,484.78,7.12,0.55
7.07,10.34,28.01,254.98,357.64,31.06,491.51,7.1,0.55
6.98,10.27,28.01,255.05,365.21,30.9,500.6,7.01,0.55
7.01,10.41,27.85,249.63,360.17,30.35,508.94,6.99,0.56
6.83,10.25,27.88,248.2,356.56,30.5,499.3,7.13,0.56
6.86,10.23,28.1,252.14,357.8,30.58,499.76,7.12,0.56
6.83,10.18,28.17,254.59,357.45,31.39,494.16,7.22,0.56
6.81,10.12,28.16,255.74,359.83,31.25,495.38,7.14,0.56
7.07,10.48,28.18,249.47,361.49,30.6,501.77,7.1,0.56
6.8,10.2,27.89,248.91,360.11,30.2,507.56,6.99,0.56
6.85,10.27,28.13,253.72,357.18,30.89,512.63,7.09,0.57
6.95,10.3,28.17,256.3,365.1,30.48,515.85,6.96,0.57
6.83,10.29,27.92,249.01,364.28,30.29,506.13,7.13,0.57
6.96,10.39,27.82,252.77,361.55,30.68,508.25,7.13,0.57
6.95,10.35,27.87,255.64,363.28,30.53,506.01,7.19,0.57
6.9,10.4,27.91,251.85,365.17,30.38,518.53,7.12,0.58
7.05,10.61,27.82,247.06,357.54,30.21,527.27,6.99,0.58
6.88,10.35,27.86,251.75,358.1,30.27,509.28,7.19,0.58
7.09,10.51,28.06,254.1,359.62,30.67,522.67,6.97,0.58
6.91,10.43,28.18,248.02,366.14,30.59,512.9,7.11,0.58
7.04,10.52,28.06,250.24,362.6,31.1,512.09,7.14,0.58
7.03,10.53,28.01,251.2,360.8,30.37,515.81,7.13,0.58
6.83,10.41,27.9,250.93,362.01,30.54,538.76,6.98,0.59
6.96,10.47,27.92,254.24,366.47,30.3,532.1,7.02,0.59
6.97,10.45,27.86,253.82,357.3,30.21,519.9,7.13,0.59
7.18,10.8,27.96,247.87,363.26,30.96,534.69,7.02,0.59
7.13,10.74,28.16,249.03,358.52,31.35,529.77,7.09,0.59
6.88,10.5,28.1,247.71,366.03,30.91,520.88,7.21,0.59
6.96,10.48,27.86,251.52,362.24,30.32,530.48,6.99,0.59
6.95,10.54,28.18,251.21,361.08,30.55,527.98,7.14,0.6
6.89,10.48,28,253.35,363.13,30.8,531.91,7.15,0.6
7.17,10.8,28.06,249.87,357.66,31.31,542.22,7,0.6
7.14,10.8,28.09,253.67,358.54,30.74,540.71,7.18,0.61
7.2,10.86,27.97,253.59,356.75,31.2,537.89,7.22,0.61
6.87,10.51,28.11,252.91,363.5,30.8,531.72,7.24,0.61
6.98,10.67,27.98,249.92,364.35,30.96,544.49,7.1,0.61
7.13,10.75,28.14,255.78,364.18,31.14,541.37,7.16,0.61
6.95,10.64,27.81,253.36,361.76,30.32,546.44,7.18,0.62
7.14,10.89,27.91,250.71,357.79,30.59,544.66,7.22,0.62
6.89,10.65,28.1,249.77,360.56,30.82,559.75,7.01,0.62
7.11,10.81,28.16,253.39,361.76,31.12,551.3,7.12,0.62
7.1,10.82,28.1,250.91,363.4,30.55,546.83,7.14,0.62
6.92,10.69,28.2,251.17,360.5,31.59,553.13,7.18,0.63
7.12,10.94,28.06,254.84,364.33,30.62,569,7.17,0.64
7.01,10.87,27.98,252.32,362.17,31.45,581.43,7.01,0.64
6.92,10.79,27.83,251.81,364.58,31.29,576.86,7.08,0.64
6.94,10.85,28.04,248.73,365.31,31.27,570.81,7.13,0.64
7.14,10.99,27.97,250.78,361.81,31.31,569.27,7.11,0.64
7.14,10.93,28.06,256.56,363.2,31.08,563.33,7.23,0.64
7.03,10.89,28.14,249.99,363.35,30.98,564.55,7.16,0.64
6.94,10.85,27.91,246.86,361.1,31.39,563.77,7.17,0.64
6.96,10.74,28.17,255.77,358.15,31.74,571.3,7.1,0.64
7.08,11.03,27.97,247.8,363.72,31,579.24,7.08,0.65
7.1,11.05,27.88,247.8,358.3,31.08,573.32,7.16,0.65
6.81,10.67,28.15,254.81,360.54,31.3,575.52,7.16,0.65
6.98,10.93,28.16,249.5,359.13,30.84,578.09,7.14,0.65
6.96,10.79,27.86,255.75,358.78,31.32,572.72,7.15,0.65
7.08,11.1,28.04,248.9,364.99,30.75,599.28,6.99,0.66
6.88,10.8,28.18,255.22,364.85,31.04,581.59,7.21,0.66
6.8,10.85,27.9,247.01,362.03,31.27,593.45,7.05,0.66
6.81,10.72,28.08,255.25,361.23,31.38,579.92,7.19,0.66
6.86,10.89,28.14,251.41,360.42,31.23,603.03,7.04,0.67
7.15,11.13,28.02,254.36,356.71,31.04,596.69,7.1,0.67
6.89,10.95,27.89,249.35,362.91,31.57,593.29,7.14,0.67
6.89,11.03,27.85,248.79,365.36,31.03,606.93,7.1,0.68
6.96,11.15,28.07,247.06,360.48,31.8,620.06,6.98,0.68
6.93,10.95,28.01,255,363.13,30.86,605.91,7.1,0.68
7.15,11.27,28.05,251.46,362.22,31.51,604.15,7.18,0.69
6.99,11.11,28.17,253.37,364.62,31.21,620.97,7.04,0.69
6.95,11.17,28.14,246.97,361.17,31.04,619.58,7.04,0.69
7.2,11.33,27.99,252.06,364.5,31.02,617.1,7.07,0.69
7.2,11.35,27.91,256.43,365.97,31.12,622.6,7.15,0.7
6.88,11.08,27.88,250.26,357.71,31.61,614.94,7.17,0.7
7.13,11.28,28.1,256.1,364.79,30.99,631.39,7.04,0.7
6.88,11.09,27.98,252.75,359,31.08,638.45,6.98,0.7
7.07,11.31,27.9,249.08,365.93,31.35,619.13,7.15,0.7
7.18,11.36,27.9,254.38,361.98,31.39,632.79,7.05,0.7
6.97,11.18,27.81,254.95,364.97,31.05,634.19,7.07,0.71
6.93,11.19,28.08,251.73,357.01,31.36,643.06,6.99,0.71
6.95,11.18,28.04,254.83,362.92,31.66,630.02,7.15,0.71
6.91,11.22,27.83,249.21,356.51,31.52,627.9,7.16,0.71
7.15,11.43,28.08,253.77,365.54,31.09,641.76,7.1,0.72
7.17,11.47,27.84,252.73,364.84,31.1,653.68,6.96,0.72
7.12,11.43,28.15,255.01,356.77,31.89,646.83,7.11,0.73
7.15,11.56,27.93,248.93,362.81,31.75,660.72,6.96,0.73
7.07,11.48,27.9,251.85,357.5,31.14,666.2,6.98,0.73
7.1,11.45,27.81,255.4,358.91,31.16,654.13,7.11,0.73
6.85,11.35,27.89,250.02,361.7,31.9,678.66,6.94,0.74
6.83,11.27,28.18,252.5,361.75,31.39,660.58,7.1,0.74
6.81,11.21,27.91,254.37,361.59,31.52,665.24,7.05,0.74
7.02,11.44,27.98,252.8,366.44,31.71,676.43,6.91,0.74
7.04,11.48,28.19,253.29,362.39,31.76,676.54,6.96,0.74
6.83,11.27,27.8,251.71,361.83,30.96,668.26,6.99,0.74
6.9,11.48,27.83,248.08,363.79,31.03,685.84,6.93,0.75
6.84,11.33,28.07,251.64,365.01,31.16,670.06,7.05,0.75
7.04,11.62,28.14,247.63,356.89,31.78,674.61,7.04,0.75
6.83,11.28,28.16,253.4,361.29,32.2,672.78,7.02,0.75
6.81,11.28,28.1,253.35,363.24,31.36,685.93,6.91,0.75
6.94,11.48,27.94,253.64,363.51,31.62,683.01,7.06,0.76
6.98,11.62,27.83,246.72,359.86,31.19,680.24,7.04,0.76
7.03,11.6,27.8,252.4,365.02,31.42,689.06,7.01,0.76
6.82,11.34,28.16,255.35,360.06,31.77,702.86,6.87,0.76
7.2,11.85,27.94,251.23,361.73,31.57,709.03,6.91,0.77
6.82,11.38,27.95,254.84,357.77,31.38,695.49,7,0.77
6.83,11.41,27.93,255.76,361.27,31.72,707.8,6.92,0.77
6.82,11.42,28.02,253.94,358.62,31.38,707.23,6.91,0.77
7.06,11.71,27.9,254.3,363,31.14,719.64,6.88,0.78
6.9,11.56,27.92,253.4,366.23,32.09,710.17,6.96,0.78
7.05,11.81,28.07,252.21,360.1,31.56,738.68,6.8,0.79
7.06,11.7,28.17,255.87,361.96,31.78,721.85,6.89,0.79
6.81,11.45,27.84,255.97,364.32,31.52,722.96,6.88,0.79
6.85,11.64,27.86,247.8,363.59,31.63,722.1,6.88,0.79
6.93,11.69,28.08,255.36,363.79,31.5,749.4,6.79,0.8
6.85,11.72,27.95,249.43,358.89,31.39,742.64,6.86,0.8
7.12,11.92,28.06,253.1,362.82,32.12,746.48,6.8,0.8
6.95,11.79,28.19,251.29,364.75,31.78,741.26,6.87,0.8
7.09,11.87,28.01,252.17,356.71,31.68,732.26,6.89,0.8
7.11,11.94,27.93,253.28,365.94,31.54,736.92,6.94,0.81
7.15,12.08,27.81,248.61,356.53,32.23,750.06,6.83,0.81
6.81,11.59,28.05,255.97,365.73,32.24,739.23,6.93,0.81
6.83,11.78,27.89,248.92,359.74,31.54,754.33,6.84,0.81
7.01,11.93,28.13,248.73,362.56,32.35,738.41,6.94,0.81
7.19,12.07,27.81,250.22,357.87,32.14,739.26,6.91,0.81
6.82,11.71,27.86,250.47,360.42,31.64,751.01,6.83,0.81
7.13,12.11,27.9,248.38,361.44,32.3,753.96,6.86,0.82
7.03,11.9,27.91,256.03,363.67,31.52,769.88,6.78,0.82
7.12,12.05,28.17,250.95,364.91,31.87,750.79,6.9,0.82
7.05,12.07,28.07,247.59,362.65,31.76,773.03,6.74,0.82
7.19,12.19,27.98,250,356.71,32.09,769.38,6.8,0.83
6.83,11.82,27.82,250.61,357.93,31.99,772.86,6.78,0.83
7.05,11.99,28.09,254.01,358.04,32.3,766.29,6.86,0.83
6.93,11.95,27.95,250.17,360.13,31.98,776.99,6.77,0.83
7.16,12.18,28.01,250.23,359.29,32.43,774.96,6.79,0.83
6.84,11.75,27.95,254.92,360.61,31.57,763.73,6.87,0.83
7.14,12.24,27.83,248.71,361.32,32.24,791.7,6.72,0.84
7.06,12.11,27.96,250.47,363.96,32.37,782.28,6.77,0.84
7.2,12.29,27.95,250.34,361.85,32.44,785.76,6.79,0.84
6.87,11.83,27.84,256.5,362.16,32.14,780.7,6.83,0.84
7.09,12.09,28.08,254.09,359.95,32.29,791.08,6.73,0.84
7.05,12.02,28.07,256.4,360.84,31.88,798.89,6.68,0.84
7.1,12.16,27.93,249.7,365.04,31.55,775,6.82,0.84
6.99,11.97,27.97,256.39,360.15,32.28,782.02,6.83,0.84
6.98,11.94,27.82,254.57,356.7,31.93,784.71,6.75,0.84
6.8,11.9,27.84,250.44,356.78,31.68,797.6,6.7,0.84
6.89,12.06,27.81,247.84,359.44,31.81,804.85,6.66,0.85
7.12,12.14,28.09,255.79,364.57,31.78,796.68,6.75,0.85
6.88,12.02,27.94,251.17,364.67,31.92,814.45,6.64,0.85
7.1,12.2,28.15,250.7,357.28,32.58,793.38,6.75,0.85
7.02,12.19,27.93,247.66,362.67,31.59,796.14,6.74,0.85
7.07,12.36,28.1,247.15,364.04,32.35,813.4,6.73,0.86
6.87,12.07,27.87,250.88,365.86,32.19,812.15,6.72,0.86
6.99,12.08,28.02,255.85,366.12,32.28,816.94,6.68,0.86
7.2,12.27,27.86,255.4,364.58,31.9,817.48,6.63,0.86
6.93,12.17,28.18,248.29,364.13,32.26,819.55,6.65,0.86
7.17,12.46,28.01,246.68,362.28,31.73,826.44,6.61,0.86
7.15,12.41,28.02,247.55,366.38,31.83,816.72,6.68,0.86
6.88,12,28.04,254.3,357.74,32.41,810.19,6.73,0.86
7.03,12.2,27.82,252.13,358.92,32.45,823.44,6.63,0.86
7.16,12.27,28.05,253.56,361.65,31.94,808.89,6.71,0.86
7.16,12.38,28.08,250.58,360.43,31.84,826.33,6.62,0.86
6.98,12.11,28.16,256.37,364.13,31.82,832.78,6.6,0.87
7.07,12.32,27.83,251.72,358.03,32.52,829.96,6.66,0.87
7.05,12.39,28.13,249.29,360.66,32.55,840.87,6.63,0.88
6.82,12,27.8,256.42,362.59,31.77,840.74,6.61,0.88
6.92,12.23,28.05,252.88,365.05,31.79,843.21,6.66,0.89
7.16,12.54,27.84,250.15,359.71,32.6,864.91,6.52,0.89
6.95,12.27,28.07,252.67,361.01,32.69,860.23,6.54,0.89
6.83,12.22,27.82,249.93,365.53,31.8,862.87,6.54,0.89
6.95,12.41,27.9,247.67,363.33,32.49,866.15,6.53,0.89
7.06,12.34,28.02,255.13,364.03,31.85,853.11,6.61,0.89
6.87,12.17,27.97,253.52,366.39,32.52,859.77,6.54,0.89
7.08,12.36,27.88,253.5,366.06,32.56,839.41,6.68,0.89
7.09,12.42,28.17,256.24,360.03,32.82,880.9,6.5,0.9
7.09,12.49,28.14,253.34,358.26,32.73,883.89,6.48,0.9
7.12,12.6,27.81,249.38,358.76,32.23,875.48,6.53,0.9
6.95,12.24,27.98,256.4,361.38,32.1,855.48,6.64,0.9
6.81,12.19,28.2,252.02,359.12,32.54,855.28,6.64,0.9
6.97,12.54,27.99,248.25,357.68,32.35,887.57,6.52,0.91
7.01,12.53,28,248.43,359.69,32.54,878.95,6.54,0.91
7.17,12.55,28.11,255.11,363.85,32.87,871.15,6.6,0.91
6.94,12.48,28.01,247.02,364.32,32.15,885.44,6.48,0.91
7.2,12.6,27.91,254.21,360.37,32.7,880.86,6.53,0.91
6.96,12.33,27.98,255.87,360.87,31.89,886.92,6.49,0.91
7.07,12.57,28.15,249.56,358.56,32.54,880.13,6.53,0.91
7.05,12.54,27.88,249.81,358.68,32.28,868.87,6.61,0.91
7.2,12.68,27.94,254,360.13,32.89,901.46,6.46,0.92
6.9,12.44,27.99,251.72,358.88,32.72,896.36,6.52,0.92
6.96,12.37,27.88,255.81,365.66,32.61,881.02,6.57,0.92
7.2,12.83,27.93,247.91,360.23,32.11,907.88,6.44,0.92
6.97,12.54,28.01,249.3,361.46,32.57,895.48,6.5,0.92
6.95,12.54,28.12,249.8,358.91,33.04,892.23,6.55,0.92
6.82,12.33,28.02,255.8,360.73,32.61,918.82,6.42,0.93
6.87,12.57,27.84,247.4,357.49,31.93,921.39,6.41,0.93
7.03,12.73,28.09,249.78,365.94,32.31,932.32,6.39,0.94
6.87,12.52,27.96,252.16,363.24,32.57,930.48,6.41,0.94
6.88,12.56,28.09,253.16,361.23,32.52,943.76,6.39,0.95
7.18,12.86,28,254,365.84,32.32,939.31,6.42,0.95
6.93,12.65,28.17,250.52,365.42,32.58,932.89,6.44,0.95
6.9,12.73,27.99,247.42,359.15,33.04,947.8,6.37,0.95
7.05,12.82,27.94,247.62,360.6,32.03,925.57,6.47,0.95
6.88,12.5,28.17,256.05,358.29,32.88,942.46,6.38,0.95
6.88,12.61,28.08,249.87,358.26,32.42,935.6,6.4,0.95
6.81,12.55,27.82,248.7,360.93,32.4,929.91,6.43,0.95
6.85,12.48,27.88,255.64,362.66,32.93,941.74,6.4,0.95
7.13,12.83,28.08,254.67,358.19,33.27,963.41,6.31,0.96
7.06,12.8,28.18,254.04,359.5,32.42,967.66,6.31,0.96
6.94,12.75,28.06,250.84,363.07,32.46,955.73,6.38,0.96
6.85,12.66,28.05,249.75,358.15,32.54,957.23,6.35,0.96
7.14,13.09,27.87,246.74,364.26,32.9,979.39,6.28,0.97
7.18,13.02,28.06,251.01,359.4,32.85,971.67,6.31,0.97
7.13,12.95,27.85,250.81,361.79,32.39,956.81,6.39,0.97
7.02,12.76,27.97,255.91,360.23,33.14,969.88,6.34,0.97
6.82,12.58,28.09,256.1,358.09,33.29,989.44,6.24,0.98
6.89,12.72,27.98,254.2,363.58,32.74,991.58,6.26,0.98
7.09,12.97,28.14,253.2,362.09,32.61,987.57,6.31,0.98
6.91,12.82,27.97,252.98,357.55,33.29,1006.26,6.21,0.99
7,12.95,28.19,251.85,359.6,33.1,1002.12,6.26,0.99
7.08,13.13,28.15,246.95,361.14,32.49,1000.31,6.25,0.99
7.14,13.09,28.06,254.28,358.01,32.94,1022.82,6.19,1
7,13,27.97,252.64,357.34,32.61,1018.91,6.22,1
6.81,12.83,28.04,252.55,361.85,33.06,1036.52,6.14,1
7.02,13.03,28.1,254.15,358.33,33.04,1029.53,6.22,1.01
6.9,13,27.83,251.15,365.08,32.49,1045.18,6.14,1.01
6.84,12.84,28.15,255.14,356.88,33.08,1039.49,6.17,1.01
7.01,12.95,28.12,256.05,357.79,32.69,1027.96,6.2,1.01
6.87,12.93,28,252.79,358.51,32.51,1042.94,6.14,1.01
7.19,13.18,27.98,256.37,359,33.26,1040.45,6.18,1.02
6.97,13.12,27.8,250.14,362.35,32.38,1047.64,6.15,1.02
6.95,13.04,27.81,255.57,366.02,32.9,1076.08,6.06,1.03
7.03,13.17,28.08,255.12,366.45,33.53,1087.55,6.02,1.03
7.08,13.15,28.07,255.93,358.67,32.92,1074.94,6.05,1.03
6.81,13.04,27.9,251.05,358.61,33.04,1086.6,6.02,1.03
6.94,13.06,27.86,255.01,364.61,32.8,1080.68,6.05,1.03
6.94,13.14,28.16,253.25,361.28,33.44,1090.81,6.03,1.04
6.81,13.16,27.97,248,359.89,32.63,1099.67,6,1.04
6.89,13.18,28.1,256.46,361.38,33.65,1125.06,6,1.07
